appointmentId,inspectionStartTime,year,month,engineTransmission_battery_value,engineTransmission_engineoilLevelDipstick_value,engineTransmission_engineOil,engineTransmission_engine_value,engineTransmission_coolant_value,engineTransmission_engineMounting_value,engineTransmission_engineSound_value,engineTransmission_exhaustSmoke_value,engineTransmission_engineBlowByBackCompression_value,engineTransmission_clutch_value,engineTransmission_gearShifting_value,fuel_type,odometer_reading,rating_engineTransmission
aj_19446,2019-03-23 11:41:22,2012,3,1,1,0,1,0,0,0,0,1,0,0,Diesel,0.08103208103208104,3.0
aj_19447,2019-03-24 15:49:30,2009,11,1,1,0,0,0,0,0,1,1,0,1,Petrol + CNG,0.07319007319007319,2.5
aj_19448,2019-03-07 15:25:05,2004,1,1,1,0,0,1,0,0,1,1,0,1,Petrol,0.04089204089204089,1.0
aj_19449,2019-02-23 16:53:48,2011,11,1,1,0,0,1,0,0,1,1,1,1,Diesel,0.056773056773056774,4.0
aj_19450,2019-02-23 17:45:57,2005,11,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.16514016514016513,3.5
aj_19451,2019-02-26 13:34:32,2013,9,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.1157061157061157,4.0
aj_19452,2019-01-20 15:08:43,2007,9,1,1,0,0,0,0,0,1,1,1,1,Petrol,0.07886007886007886,3.5
aj_19453,2019-01-10 15:28:11,2009,10,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.07443107443107443,4.0
aj_19454,2019-01-18 13:55:28,2013,11,1,1,0,1,0,1,0,1,1,1,1,Diesel,0.06755706755706756,4.0
aj_19455,2019-01-31 16:45:59,2015,1,1,1,0,1,0,1,0,1,1,0,1,Diesel,0.10885610885610886,4.0
aj_19456,2019-01-20 19:04:26,2003,1,1,1,0,1,1,0,0,1,1,0,1,Petrol,0.09763909763909764,4.5
aj_19457,2019-01-20 15:47:23,2008,3,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.14768514768514768,1.0
aj_19458,2019-01-24 16:23:16,2008,1,1,1,0,1,1,0,0,1,1,1,1,Petrol,0.10525410525410525,3.0
aj_19459,2019-04-07 11:47:53,2007,11,0,1,1,1,1,1,1,0,0,1,1,Petrol + CNG,0.125000125000125,1.0
aj_19460,2019-04-08 12:06:36,2010,3,1,1,0,0,0,0,0,0,1,0,1,Petrol + CNG,0.12314012314012314,4.0
aj_19461,2019-04-12 12:07:54,2004,1,1,1,1,1,1,1,1,1,1,1,1,Petrol + CNG,0.1407951407951408,1.0
aj_19462,2019-04-13 13:00:07,2012,12,1,1,1,1,1,1,0,1,0,1,1,Diesel,0.10134310134310134,3.5
aj_19463,2019-04-12 15:00:43,2012,9,0,1,0,0,0,0,0,0,0,1,1,Diesel,0.1547061547061547,2.5
aj_19464,2019-01-08 13:24:30,2011,5,1,1,0,0,1,0,1,1,0,1,1,Petrol,0.08544108544108545,3.0
aj_19465,2019-01-04 12:35:55,2013,1,1,1,1,0,1,1,0,1,1,1,1,Petrol,0.021437021437021437,4.0
aj_19466,2019-01-04 10:49:10,2011,12,1,1,0,0,1,1,1,1,1,1,1,Petrol,0.03738203738203738,4.0
aj_19467,2019-01-18 16:34:42,2012,8,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.050775050775050776,4.0
aj_19468,2019-03-04 12:03:23,2006,3,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.08853408853408853,1.0
aj_19469,2019-02-09 11:21:38,2010,6,0,1,1,1,1,1,0,1,1,0,1,Petrol,0.09011109011109011,4.0
aj_19470,2019-02-20 11:49:15,2016,4,1,1,1,1,1,1,0,1,1,0,1,Diesel,0.03440803440803441,4.0
aj_19471,2019-02-07 17:17:57,2010,11,0,1,0,0,1,1,0,1,1,0,1,Petrol + CNG,0.07247207247207248,3.5
aj_19472,2019-02-04 11:20:00,2007,8,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.14705014705014705,1.0
aj_19473,2019-03-31 13:35:12,2005,8,1,1,0,1,1,1,0,1,1,0,0,Petrol,0.10912410912410912,4.0
aj_19474,2019-03-24 15:46:51,2017,12,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.011808011808011809,4.5
aj_19475,2019-04-12 15:17:45,2006,5,0,1,1,1,1,1,1,1,1,1,1,Diesel,0.10448910448910449,1.0
aj_19476,2019-03-28 12:05:41,2008,4,1,1,0,0,0,0,0,1,1,0,1,Petrol,0.0661980661980662,3.5
aj_19477,2019-03-23 16:13:30,2013,5,1,0,0,1,0,0,0,1,1,0,1,Petrol,0.07131607131607132,4.0
aj_19478,2019-04-03 13:33:38,2011,1,1,1,1,0,1,0,1,1,0,0,1,Diesel,0.022135022135022137,3.5
aj_19479,2019-03-16 16:21:32,2007,12,1,1,0,0,1,1,0,1,1,1,1,Diesel,0.11496211496211496,3.5
aj_19480,2019-03-13 17:39:45,2007,6,0,1,0,0,1,0,0,0,1,1,1,Petrol + CNG,0.07957207957207957,3.5
aj_19481,2019-01-19 16:23:40,2001,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.06414006414006414,1.0
aj_19482,2019-01-29 16:42:45,2009,1,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.043064043064043066,4.5
aj_19483,2019-01-22 12:06:15,2004,5,0,1,0,0,0,0,0,1,1,0,0,Petrol,0.08302008302008303,3.5
aj_19484,2019-01-08 10:27:44,2009,6,1,1,0,1,0,1,0,1,1,0,1,Petrol,0.031042031042031043,3.0
aj_19485,2019-04-08 15:19:52,2005,7,1,1,0,1,1,0,0,0,1,1,1,Petrol,0.08844408844408845,4.0
aj_19486,2019-04-15 12:01:25,2018,8,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.005995005995005995,5.0
aj_19487,2019-04-07 13:34:47,2016,9,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.05059005059005059,4.0
aj_19488,2019-04-05 15:51:17,2016,12,1,1,0,1,1,1,1,1,1,1,1,Diesel,0.03219003219003219,5.0
aj_19489,2019-01-06 14:47:28,2010,5,0,1,0,0,0,1,0,1,1,0,1,Petrol + CNG,0.12355412355412355,3.0
aj_19490,2019-01-02 13:37:11,2016,3,1,1,1,1,1,1,1,1,1,0,1,Diesel,0.061827061827061824,4.0
aj_19491,2019-01-10 15:44:55,2009,1,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.1097071097071097,1.0
aj_19492,2019-02-24 16:54:17,2014,2,1,1,0,1,0,1,1,1,0,1,1,Diesel,0.10507810507810508,3.0
aj_19493,2019-04-06 12:17:07,2014,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.008796008796008796,5.0
aj_19494,2019-03-26 11:01:01,2008,8,1,1,0,0,1,1,0,0,1,0,1,Petrol + CNG,0.12215012215012215,4.0
aj_19495,2019-03-30 14:33:07,2011,5,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.06436106436106435,3.5
aj_19496,2019-03-24 15:17:06,2014,6,1,1,0,0,0,1,0,0,1,1,1,Diesel,0.10094910094910095,3.0
aj_19497,2019-03-14 18:42:56,2004,10,1,1,0,0,0,1,0,0,1,0,1,Petrol,0.09364209364209364,2.0
aj_19498,2019-03-17 15:51:36,2008,3,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.07658807658807659,1.0
aj_19499,2019-03-26 13:53:18,2012,5,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.06854906854906855,4.0
aj_19500,2019-03-29 12:14:56,2011,7,0,1,0,0,0,1,0,1,1,0,0,Petrol,0.08543508543508543,3.5
aj_19501,2019-03-04 11:49:31,2010,5,1,1,0,0,1,1,0,0,1,0,0,Petrol + CNG,0.08446808446808447,3.0
aj_19502,2019-02-21 12:32:31,2010,5,1,1,0,1,0,0,0,1,1,1,1,Diesel,0.1091941091941092,4.0
aj_19503,2019-02-27 13:44:38,2009,12,1,1,1,1,1,1,0,1,1,0,1,Petrol,0.0533010533010533,3.0
aj_19504,2019-01-27 13:12:22,2014,1,1,1,0,1,0,1,0,0,1,0,1,Diesel,0.0812990812990813,3.5
aj_19505,2019-01-24 11:19:57,2008,2,1,1,0,1,0,0,0,1,1,1,1,Petrol,0.18993618993618994,4.0
aj_19506,2019-01-13 12:25:28,2016,10,1,1,0,1,0,1,1,1,1,1,1,Petrol,0.04214004214004214,4.0
aj_19507,2019-01-15 10:10:29,2012,2,1,1,0,1,0,0,0,1,1,0,1,Diesel,0.11319311319311319,3.0
aj_19508,2019-01-24 10:30:35,2012,1,1,1,0,0,0,1,0,1,1,1,1,Diesel,0.0748980748980749,3.5
aj_19509,2019-04-07 15:18:51,2011,5,1,1,1,1,1,0,0,1,1,1,1,Petrol,0.06896906896906897,4.5
aj_19510,2019-04-14 12:22:04,2018,2,1,1,0,1,1,1,1,1,1,1,1,Diesel,0.021986021986021988,4.5
aj_19511,2019-04-12 18:10:49,2010,10,1,1,0,0,1,0,0,1,1,1,1,Diesel,0.11430711430711431,3.5
aj_19512,2019-04-12 11:20:20,2016,7,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.010365010365010365,5.0
aj_19513,2019-04-07 17:17:05,2010,9,1,1,1,0,1,0,0,1,1,1,1,Petrol + CNG,0.09852409852409852,4.0
aj_19514,2019-01-05 11:02:17,2012,3,1,1,0,1,1,1,0,1,1,1,0,Diesel,0.058996058996058996,3.0
aj_19515,2019-02-15 15:40:31,2007,3,1,1,0,1,0,0,0,1,1,1,1,Petrol,0.07047907047907048,3.5
aj_19516,2019-02-16 13:28:22,2005,12,1,1,0,0,0,0,0,0,1,1,1,Petrol + CNG,0.12672512672512673,3.5
aj_19517,2019-02-04 12:17:27,2008,9,1,1,0,0,0,0,0,1,1,1,1,Petrol + CNG,0.05101105101105101,4.0
aj_19518,2019-02-06 13:14:52,2011,11,1,1,0,1,0,0,0,0,1,1,0,Diesel,0.0788930788930789,3.0
aj_19519,2019-02-17 15:04:03,2006,9,1,1,0,1,0,0,0,0,1,0,1,Petrol,0.034162034162034165,4.0
aj_19520,2019-02-06 13:03:26,2017,1,1,1,0,1,1,1,1,1,1,0,1,Diesel,0.053527053527053524,3.5
aj_19521,2019-03-18 10:22:27,2004,1,0,1,0,0,0,1,0,0,1,0,1,Petrol + CNG,0.0900990900990901,3.5
aj_19522,2019-02-02 11:08:09,2010,1,1,1,0,1,0,1,0,0,1,1,1,Petrol,0.12047112047112048,4.5
aj_19523,2019-02-18 17:11:47,2009,9,1,1,0,1,1,1,0,1,1,0,0,Petrol,0.13896713896713897,4.0
aj_19524,2019-04-02 10:16:31,2012,12,1,1,0,1,1,0,0,1,0,0,1,Diesel,0.07277207277207277,3.0
aj_19525,2019-03-18 13:02:22,2015,4,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.028199028199028198,4.0
aj_19526,2019-03-18 14:33:52,2014,6,1,1,1,1,1,1,0,0,1,1,1,Diesel,0.050162050162050165,4.0
aj_19527,2019-03-22 13:21:47,2017,6,1,1,0,0,1,0,0,1,1,1,1,Diesel,0.048709048709048706,3.0
aj_19528,2019-03-27 14:10:44,2011,1,1,1,0,0,0,0,0,0,1,1,1,Petrol + CNG,0.09470509470509471,3.5
aj_19529,2019-03-03 11:44:38,2007,9,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.0514990514990515,4.0
aj_19530,2019-03-05 16:00:53,2008,1,1,1,0,0,0,0,0,0,1,1,1,Petrol,0.07607307607307608,3.5
aj_19531,2019-02-25 14:12:22,2005,3,1,1,0,1,1,1,0,1,1,0,1,Diesel,0.16605416605416606,1.0
aj_19532,2019-03-04 10:47:54,2004,9,1,1,0,0,0,1,0,1,1,0,1,Petrol + CNG,0.08173708173708173,3.5
aj_19533,2019-03-10 13:23:39,2012,4,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.06281906281906281,4.5
aj_19534,2019-03-01 12:18:43,2016,12,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.018305018305018305,5.0
aj_19535,2019-03-06 12:34:26,2010,1,1,0,0,1,1,1,0,1,1,1,1,Petrol + CNG,0.0882970882970883,4.0
aj_19536,2019-01-14 12:36:12,2008,8,0,1,0,0,0,0,0,0,1,0,0,Petrol + CNG,0.11868811868811868,3.0
aj_19537,2019-01-30 10:20:27,2013,1,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.10348610348610349,4.0
aj_19538,2019-01-27 15:46:16,2010,7,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.09952309952309953,4.0
aj_19539,2019-01-07 13:51:22,2012,9,1,1,1,0,1,1,0,1,1,0,0,Petrol,0.0662000662000662,4.0
aj_19540,2019-04-05 18:34:06,2015,11,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.024586024586024584,5.0
aj_19541,2019-04-05 16:10:12,2012,2,1,1,0,1,0,1,0,1,1,0,1,Diesel,0.09822009822009822,4.0
aj_19542,2019-01-02 12:17:48,2011,9,1,1,0,0,1,1,1,1,1,1,1,Diesel,0.07736507736507736,3.0
aj_19543,2019-01-06 16:28:04,2013,1,1,1,0,1,0,1,0,1,1,0,1,Petrol,0.06096006096006096,3.0
aj_19544,2019-01-04 14:07:04,2012,1,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.09935109935109936,5.0
aj_19545,2019-01-02 11:54:33,2011,6,1,1,0,1,0,0,0,1,1,0,0,Petrol,0.07518107518107518,4.0
aj_19546,2019-02-17 17:11:59,2006,1,1,1,0,0,0,1,0,1,1,1,1,Petrol,0.015516015516015516,4.0
aj_19547,2019-03-07 16:56:08,2011,12,0,1,0,0,0,0,0,0,0,0,0,Diesel,0.14785714785714785,3.0
aj_19548,2019-02-10 12:04:27,2015,4,1,1,0,1,0,0,0,0,1,0,1,Diesel,0.05759205759205759,3.5
aj_19549,2019-02-09 12:22:53,2013,6,1,1,0,1,0,1,0,0,1,1,0,Diesel,0.09101909101909102,3.5
aj_19550,2019-02-14 12:37:51,2018,1,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.01467001467001467,4.5
aj_19551,2019-03-23 11:57:22,2015,9,1,1,1,1,1,0,0,0,1,0,1,Diesel,0.059873059873059874,3.5
aj_19552,2019-03-12 13:33:27,2014,11,1,1,0,1,1,0,0,1,1,1,1,Petrol + CNG,0.08083408083408083,4.0
aj_19553,2019-03-28 16:11:50,2014,2,1,1,0,1,0,0,0,0,1,0,0,Diesel,0.1586941586941587,3.0
aj_19554,2019-03-25 13:10:04,2010,2,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.061893061893061894,4.0
aj_19555,2019-03-23 15:11:36,2012,8,1,1,1,1,1,1,0,1,1,0,1,Petrol,0.06058006058006058,2.5
aj_19556,2019-03-19 14:49:33,2010,10,1,1,0,1,1,0,0,1,1,0,1,Diesel,0.14473814473814473,4.0
aj_19557,2019-03-07 12:42:41,2011,2,1,1,0,1,1,0,0,1,1,0,1,Diesel,0.07247907247907248,4.5
aj_19558,2019-02-23 16:56:03,2007,1,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.09233209233209233,1.0
aj_19559,2019-03-02 16:48:07,2004,9,1,1,0,0,0,0,0,1,1,1,1,Petrol + CNG,0.2198232198232198,4.0
aj_19560,2019-02-21 14:22:00,2015,10,1,1,0,1,1,1,1,1,1,1,1,Petrol + CNG,0.026426026426026428,4.0
aj_19561,2019-01-23 11:35:32,2007,1,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.14545314545314544,1.0
aj_19562,2019-01-25 16:39:23,2013,11,1,1,0,1,0,1,1,1,1,1,1,Diesel,0.06862606862606863,3.5
aj_19563,2019-01-27 11:18:17,2008,10,1,1,0,0,1,1,0,1,1,1,1,Petrol,0.10108810108810108,3.5
aj_19564,2019-04-03 16:52:25,2016,4,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.02046102046102046,5.0
aj_19565,2019-04-02 10:31:23,2013,5,1,1,0,1,1,1,0,0,1,1,1,Diesel,0.060508060508060506,4.0
aj_19566,2019-01-04 14:59:02,2008,5,1,1,0,0,0,1,0,0,1,1,1,Petrol + CNG,0.12042012042012042,3.5
aj_19567,2019-01-10 16:08:32,2005,1,0,1,0,0,1,1,0,0,1,1,1,Diesel,0.05291705291705292,3.0
aj_19568,2019-01-12 12:06:30,2004,7,1,1,0,1,0,0,1,0,1,0,1,Petrol,0.07967607967607968,3.5
aj_19569,2019-02-18 15:53:27,2011,10,1,1,0,1,0,1,0,1,1,1,1,Diesel,0.2678132678132678,3.5
aj_19570,2019-02-10 14:18:00,2011,5,1,1,1,1,1,1,0,0,0,1,1,Petrol + CNG,0.08465508465508466,3.5
aj_19571,2019-02-07 18:36:39,2014,2,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.015556015556015556,4.0
aj_19572,2019-03-16 12:36:59,2016,3,1,1,1,1,1,1,1,1,1,0,1,Petrol,0.024877024877024877,4.0
aj_19573,2019-04-06 17:57:09,2007,2,1,1,0,0,0,1,0,1,1,0,0,Petrol + CNG,0.1116941116941117,3.5
aj_19574,2019-03-18 10:55:41,2014,3,1,1,0,1,1,1,1,1,1,1,1,Diesel,0.021998021998021998,4.0
aj_19575,2019-04-02 16:56:34,2010,5,1,1,0,1,0,1,0,1,1,1,1,Petrol,0.07933107933107933,3.0
aj_19576,2019-02-24 16:04:08,2015,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.02568702568702569,4.5
aj_19577,2019-02-25 11:09:32,2014,3,1,1,0,0,1,1,1,1,1,1,1,Petrol + CNG,0.029362029362029363,4.0
aj_19578,2019-02-26 13:23:38,2010,1,1,1,1,1,1,1,0,1,1,0,1,Diesel,0.14992814992814993,4.0
aj_19579,2019-03-03 18:13:50,2011,7,1,1,0,1,1,0,0,1,1,1,1,Petrol,0.0669010669010669,4.0
aj_19580,2019-02-23 17:05:22,2014,1,1,1,0,1,0,0,0,0,1,0,1,Diesel,0.09164409164409164,3.5
aj_19581,2019-03-10 12:35:41,2013,7,1,1,1,1,1,1,0,1,1,0,1,Diesel,0.07079107079107079,4.5
aj_19582,2019-03-29 14:54:44,2013,11,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.01898801898801899,4.0
aj_19583,2019-01-09 16:53:15,2012,12,1,1,0,0,1,0,0,1,1,1,0,Diesel,0.05684705684705685,3.5
aj_19584,2019-01-08 10:12:55,2014,5,1,1,1,1,1,1,1,1,1,0,1,Diesel,0.05382005382005382,4.0
aj_19585,2019-01-15 15:15:51,2015,9,0,1,0,1,1,1,0,1,1,1,1,Diesel,0.03733703733703734,4.0
aj_19586,2019-01-30 16:53:57,2016,9,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.02787102787102787,5.0
aj_19587,2019-01-19 13:42:27,2004,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.022915022915022915,1.0
aj_19588,2019-04-13 12:57:47,2011,10,1,1,1,1,1,0,1,1,1,0,1,Petrol + CNG,0.07215807215807216,4.0
aj_19589,2019-04-07 12:48:14,2018,9,1,1,1,1,1,0,1,1,1,1,1,Petrol + LPG,0.002698002698002698,5.0
aj_19590,2019-04-02 18:59:04,2008,4,0,1,0,0,0,1,0,0,1,0,1,Petrol + CNG,0.13705813705813705,3.5
aj_19591,2019-01-03 13:25:37,2015,11,1,1,0,1,0,1,1,1,1,1,1,Petrol,0.02865102865102865,4.0
aj_19592,2019-02-19 11:31:20,2017,6,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.003012003012003012,5.0
aj_19593,2019-01-04 16:17:06,2007,3,0,1,0,1,0,0,0,0,1,1,1,Petrol,0.14452014452014453,4.0
aj_19594,2019-01-02 15:01:35,2015,7,1,1,0,1,1,1,1,1,1,1,1,Diesel,0.08133108133108133,4.5
aj_19595,2019-02-13 14:17:45,2011,5,0,1,0,0,1,0,0,0,1,0,0,Diesel,0.09456809456809456,3.5
aj_19596,2019-02-01 10:23:27,2009,10,1,1,0,1,1,1,0,1,1,0,1,Diesel,0.18488618488618488,4.0
aj_19597,2019-03-05 15:59:59,2005,3,1,1,0,0,0,0,0,1,1,0,1,Petrol,0.09074909074909075,4.0
aj_19598,2019-02-04 12:43:11,2010,3,1,1,0,1,0,0,0,0,1,0,1,Diesel,0.10028110028110028,3.0
aj_19599,2019-02-22 11:02:33,2011,1,1,1,0,0,0,0,0,0,1,0,1,Diesel,0.08357608357608358,3.5
aj_19600,2019-02-04 11:58:41,2011,3,1,1,0,0,1,0,0,1,1,0,0,Petrol + CNG,0.17285017285017285,3.0
aj_19601,2019-02-06 11:57:09,2014,5,0,1,0,1,0,1,1,1,1,1,1,Diesel,0.05195105195105195,4.0
aj_19602,2019-04-03 12:56:42,2013,1,1,1,0,0,0,0,0,1,1,0,1,Petrol + CNG,0.043964043964043964,4.0
aj_19603,2019-03-23 12:35:41,2012,1,1,1,0,1,1,1,0,1,1,0,1,Diesel,0.11474211474211474,4.0
aj_19604,2019-03-31 13:10:24,2010,5,0,1,0,0,0,0,0,1,1,0,1,Petrol + CNG,0.15152615152615154,4.0
aj_19605,2019-04-12 17:10:24,2010,2,1,1,0,0,0,1,0,1,1,0,1,Petrol + CNG,0.07265207265207266,3.0
aj_19606,2019-03-23 16:26:54,2013,4,1,1,1,0,1,1,1,1,0,0,1,Petrol,0.021725021725021724,3.0
aj_19607,2019-03-25 17:58:06,2013,8,1,0,0,1,0,0,0,0,1,0,0,Diesel,0.06812906812906813,3.5
aj_19608,2019-03-17 16:05:13,2010,5,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.15097815097815098,4.0
aj_19609,2019-03-27 15:11:13,2014,10,0,1,0,1,0,0,0,1,1,0,1,Petrol + CNG,0.01885001885001885,3.5
aj_19610,2019-03-10 16:19:23,2009,9,0,1,1,1,1,0,0,1,1,1,1,Diesel,0.06392706392706393,4.0
aj_19611,2019-03-03 13:36:11,2013,3,1,1,0,1,1,0,0,1,1,1,1,Diesel,0.06218306218306218,3.5
aj_19612,2019-02-28 13:03:58,2012,8,0,1,0,0,0,0,0,1,1,0,0,Diesel,0.06453706453706454,3.0
aj_19613,2019-02-25 18:12:58,2012,1,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.031003031003031003,5.0
aj_19614,2019-02-25 19:32:32,2013,10,1,1,0,1,1,1,0,1,1,0,1,Petrol,0.06294306294306294,4.5
aj_19615,2019-03-10 13:14:48,2017,9,1,1,0,1,0,1,1,1,1,1,1,Petrol,0.011103011103011103,4.5
aj_19616,2019-02-21 10:29:29,2012,6,1,1,1,1,1,1,0,1,1,0,1,Diesel,0.07757307757307758,4.5
aj_19617,2019-01-15 17:25:28,2011,7,1,1,0,0,1,0,0,0,1,1,1,Diesel,0.14074114074114075,3.0
aj_19618,2019-01-21 10:32:42,2005,6,1,1,0,0,1,1,0,1,1,0,1,Petrol,0.09307409307409308,4.0
aj_19619,2019-01-14 17:19:37,2017,1,1,1,1,1,1,1,0,1,1,1,1,Diesel,0.033958033958033956,4.5
aj_19620,2019-01-10 11:17:22,2006,8,1,1,0,0,0,0,0,1,1,1,1,Petrol,0.21132321132321133,3.0
aj_19621,2019-01-29 11:00:11,2011,4,1,1,0,1,1,0,0,1,1,0,1,Petrol,0.12945212945212944,4.0
aj_19622,2019-04-07 14:08:25,2011,7,1,1,0,1,0,0,0,0,1,1,1,Petrol,0.08695408695408695,3.0
aj_19623,2019-04-04 14:56:17,2009,5,1,1,1,1,0,1,0,1,1,0,1,Petrol + CNG,0.08647608647608647,4.0
aj_19624,2019-04-15 11:29:07,2012,1,1,1,0,0,1,1,0,1,1,0,1,Diesel,0.09244909244909245,4.0
aj_19625,2019-04-13 14:58:49,2007,2,1,1,0,0,0,0,0,0,0,0,0,Petrol,0.11298411298411298,3.0
aj_19626,2019-04-05 14:48:31,2013,3,1,1,0,1,0,0,0,0,1,0,1,Petrol,0.059713059713059714,3.0
aj_19627,2019-04-10 11:37:16,2007,1,1,1,0,1,1,1,0,0,1,1,0,Petrol,0.019894019894019895,4.0
aj_19628,2019-01-18 12:45:25,2008,5,0,1,0,0,0,1,0,0,0,0,1,Petrol + CNG,0.12278812278812279,3.0
aj_19629,2019-01-04 16:24:27,2018,1,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.010067010067010067,5.0
aj_19630,2019-02-25 15:02:41,2012,6,1,1,0,1,1,1,0,1,1,0,1,Diesel,0.13204113204113205,3.0
aj_19631,2019-03-16 15:52:11,2004,11,0,1,0,0,0,0,0,0,1,0,0,Petrol + CNG,0.17766717766717766,3.0
aj_19632,2019-02-10 14:07:54,2011,5,1,1,1,0,1,0,0,1,1,0,1,Diesel,0.08004808004808005,3.5
aj_19633,2019-03-15 17:02:07,2012,4,1,1,0,1,0,0,0,1,1,1,1,Diesel,0.0862100862100862,4.0
aj_19634,2019-02-21 14:22:39,2010,7,1,1,0,1,0,0,0,0,1,0,1,Diesel,0.05128905128905129,3.0
aj_19635,2019-03-17 13:20:46,2006,11,1,1,1,0,1,1,0,1,1,0,0,Petrol,0.06643506643506643,2.5
aj_19636,2019-02-26 13:02:55,2007,1,1,1,0,1,1,1,0,1,1,0,0,Petrol + CNG,0.07773507773507773,4.0
aj_19637,2019-02-23 14:27:05,2018,7,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.004322004322004322,5.0
aj_19638,2019-01-29 15:30:34,2011,10,1,1,1,1,1,0,0,1,1,1,1,Diesel,0.14535014535014534,4.0
aj_19639,2019-01-29 15:33:01,2009,9,1,1,0,0,1,0,1,1,1,1,0,Petrol,0.09575309575309575,4.0
aj_19640,2019-01-14 16:01:44,2012,8,1,1,0,1,1,0,0,1,1,1,1,Diesel,0.07498507498507498,3.0
aj_19641,2019-01-07 10:44:25,2009,2,1,1,1,1,1,1,1,1,1,1,1,Diesel,0.10868210868210869,1.0
aj_19642,2019-01-14 15:45:24,2007,10,1,1,0,1,1,1,0,1,1,1,1,Diesel,0.13119513119513118,4.0
aj_19643,2019-01-17 18:33:28,2005,7,0,1,0,0,0,1,0,0,1,1,1,Petrol + CNG,0.15204515204515204,3.0
aj_19644,2019-01-30 11:03:55,2016,7,0,1,1,1,1,1,1,1,1,0,1,Petrol + CNG,0.031665031665031665,4.5
aj_19645,2019-01-09 14:36:55,2014,4,1,1,0,1,1,1,1,1,1,0,1,Petrol,0.05655205655205655,4.5
aj_19646,2019-01-17 13:19:36,2017,1,1,1,1,1,1,1,1,1,1,1,1,Petrol,0.015187015187015186,4.5
aj_19647,2019-04-14 10:45:08,2007,4,0,1,0,0,0,0,0,0,0,0,0,Petrol + CNG,0.09972509972509973,3.0
aj_19648,2019-03-31 17:27:05,2009,6,0,1,0,0,0,0,0,0,1,0,1,Petrol + CNG,0.07256807256807257,3.5
aj_19649,2019-04-10 10:45:09,2005,8,1,1,1,0,1,0,0,1,1,0,1,Petrol + CNG,0.10857910857910857,3.0
aj_19650,2019-04-13 13:46:01,2017,4,1,1,0,1,1,1,1,1,1,1,1,Petrol,0.027345027345027344,5.0
aj_19651,2019-01-08 12:18:19,2013,3,1,1,0,1,1,1,0,1,1,1,1,Petrol,0.06487806487806488,4.0
aj_19652,2019-02-08 16:07:54,2016,6,1,1,0,1,0,1,0,1,1,1,1,Petrol,0.057522057522057524,4.0
aj_19653,2019-02-18 12:02:19,2017,4,1,1,1,1,1,1,0,1,1,1,1,Petrol,0.026751026751026752,4.5
aj_19654,2019-02-15 15:12:17,2011,3,1,1,1,1,1,0,0,1,1,1,1,Diesel,0.09623309623309623,4.0
aj_19655,2019-01-31 18:49:57,2009,5,1,1,0,0,0,1,0,0,1,1,1,Diesel,0.07907307907307908,3.5
aj_19656,2019-03-29 15:20:26,2011,11,1,1,1,0,0,1,1,0,1,0,1,Diesel,0.09402409402409402,3.5
aj_19657,2019-03-22 13:23:09,2011,6,0,1,0,0,1,1,0,1,1,0,1,Diesel,0.15856115856115857,4.0
